0.000234	-0.526316	
0.000646	24.736842	
0.001183	42.105263	
0.000812	23.684211	
0.000605	13.157895	
0.000193	-0.526316	
-0.000096	-15.263158	
-0.000550	-31.578947	
-0.000715	-39.473684	
-0.000426	-21.052632	
0.000151	-0.526316	
0.001100	40.526316	
0.000234	-1.578947	
-0.000757	-39.473684	
-0.000138	-10.000000	
0.001678	58.947368	
0.002050	75.263158	
0.003081	84.736842	
0.002462	65.789474	
0.001761	43.684211	
0.000977	20.000000	
0.000646	7.894737	
0.000110	-5.789474	
-0.000509	-23.157895	
-0.000922	-46.842105	
-0.001582	-65.263158	
-0.002325	-83.157895	
-0.001582	-55.263158	
-0.001128	-38.947368	
-0.000757	-22.631579	
-0.000344	-5.789474	
0.000275	5.789474	
0.000853	26.842105	
0.001554	52.105263	
0.002008	70.000000	
0.002338	77.894737	
0.002999	84.210526	
0.002710	75.263158	
0.002091	55.789474	
0.001224	29.473684	
0.000729	5.263158	
0.000605	0.526316	
0.000234	-7.894737	
-0.000303	-19.473684	
-0.000839	-40.526316	
-0.001252	-55.263158	
-0.001706	-69.473684	
-0.002366	-81.578947	
-0.001541	-51.052632	
-0.000922	-29.473684	
-0.000344	-4.736842	
0.000028	3.684211	
0.000894	21.052632	
0.001926	53.157895	
0.002669	75.263158	
0.002999	85.789474	
0.003370	91.578947	
0.003824	97.894737	
0.004649	105.789474	
0.004897	106.315789	
0.004732	94.736842	
0.004072	75.789474	
0.003287	53.684211	
0.002462	28.947368	
0.002050	19.473684	
0.001513	11.578947	
0.000812	2.631579	
-0.000261	-10.526316	
-0.000922	-24.210526	
-0.001417	-38.947368	
-0.002077	-67.368421	
-0.002531	-82.631579	
-0.003150	-98.421053	
-0.003563	-112.105263	
-0.004264	-127.368421	
-0.003934	-108.947368	
-0.003109	-82.105263	
-0.002201	-53.157895	
-0.001623	-35.263158	
-0.001045	-15.263158	
-0.000261	-0.526316	
0.000894	16.315789	
0.001596	31.578947	
0.002256	61.052632	
0.002875	80.000000	
0.003576	94.210526	
0.004567	103.684211	
0.004938	103.684211	
0.004649	97.368421	
0.004195	83.157895	
0.003576	65.789474	
0.003081	50.526316	
0.002834	44.210526	
0.002297	32.105263	
0.001967	23.157895	
0.001431	16.315789	
0.000935	8.947368	
0.000069	-2.105263	
-0.000550	-14.210526	
-0.001210	-30.000000	
-0.002036	-63.157895	
-0.002531	-79.473684	
-0.003067	-95.789474	
-0.003810	-113.157895	
-0.004264	-125.789474	
-0.003851	-101.578947	
-0.002902	-76.842105	
-0.002366	-58.947368	
-0.001747	-38.947368	
-0.001252	-24.736842	
-0.000468	-11.052632	
0.000523	6.315789	
0.001348	18.947368	
0.002215	30.000000	
0.003205	54.210526	
0.003700	68.947368	
0.004402	86.842105	
0.004979	98.947368	
0.005475	107.894737	
0.006094	116.315789	
0.007084	124.210526	
0.007868	126.842105	
0.007868	118.421053	
0.007208	96.315789	
0.006795	79.473684	
0.006052	61.052632	
0.005062	38.421053	
0.004360	22.631579	
0.003164	9.473684	
0.001967	-4.210526	
0.001059	-11.578947	
-0.000014	-23.157895	
-0.000715	-29.473684	
-0.001664	-41.578947	
-0.002407	-54.736842	
-0.002779	-62.105263	
-0.003274	-77.894737	
-0.003686	-90.526316	
-0.004470	-120.526316	
-0.004883	-135.789474	
-0.005420	-143.157895	
-0.006162	-148.947368	
-0.006410	-152.631579	
-0.005832	-128.947368	
-0.004883	-103.684211	
-0.004099	-82.631579	
-0.003356	-65.789474	
-0.002613	-52.105263	
-0.001582	-33.157895	
-0.000839	-20.526316	
-0.000261	-4.210526	
0.000688	7.894737	
0.001637	12.105263	
0.002338	17.894737	
0.003453	32.631579	
0.004732	56.315789	
0.005475	75.263158	
0.006547	100.000000	
0.007703	118.421053	
0.007827	118.947368	
0.007455	101.578947	
0.006795	80.000000	
0.006011	56.842105	
0.005475	43.684211	
0.004649	29.473684	
0.003576	14.736842	
0.002215	-0.526316	
0.000646	-13.684211	
-0.000550	-28.947368	
-0.001912	-43.157895	
-0.002820	-63.157895	
-0.003604	-89.473684	
-0.004223	-114.736842	
-0.004718	-134.736842	
-0.005337	-144.210526	
-0.006410	-152.631579	
-0.006327	-139.473684	
-0.005502	-113.684211	
-0.004801	-92.105263	
-0.004347	-74.210526	
-0.003686	-56.842105	
-0.002944	-41.578947	
-0.002531	-30.526316	
-0.001623	-20.000000	
-0.000179	-4.210526	
0.000812	7.368421	
0.001637	12.105263	
0.002132	15.263158	
0.002751	21.578947	
0.003411	30.526316	
0.004319	46.315789	
0.005021	66.315789	
0.005970	84.736842	
0.006671	98.421053	
0.007331	109.473684	
0.008322	123.684211	
0.009188	134.210526	
0.009849	140.526316	
0.010963	145.789474	
0.011953	150.526316	
0.011788	135.263158	
0.011293	114.210526	
0.010674	92.105263	
0.010055	73.157895	
0.009312	52.631579	
0.008858	38.947368	
0.008322	27.368421	
0.007331	14.736842	
0.006341	1.578947	
0.005062	-10.526316	
0.003659	-21.578947	
0.002338	-31.578947	
0.000935	-41.578947	
-0.000014	-48.947368	
-0.000839	-54.736842	
-0.002201	-63.157895	
-0.003150	-71.052632	
-0.003728	-79.473684	
-0.004305	-88.947368	
-0.004924	-103.684211	
-0.005543	-122.631579	
-0.006286	-136.842105	
-0.006823	-142.631579	
-0.007772	-153.684211	
-0.008721	-166.315789	
-0.009876	-174.736842	
-0.011032	-178.947368	
-0.012352	-181.052632	
-0.011857	-157.368421	
-0.010619	-112.105263	
-0.009794	-87.368421	
-0.008968	-65.263158	
-0.008226	-48.947368	
