0.000000	0.000000	
0.000565	54.088050	
0.000934	78.238994	
0.001487	100.377358	
0.001979	117.484277	
0.002717	128.553459	
0.004007	140.125786	
0.005052	143.647799	
0.006527	146.163522	
0.007941	152.201258	
0.009600	157.735849	
0.010830	160.251572	
0.011752	159.245283	
0.012858	159.748428	
0.014640	162.264151	
0.015931	165.283019	
0.017652	154.213837	
0.018881	154.213837	
0.020479	154.213837	
0.021893	154.213837	
0.022999	154.213837	
0.025028	146.666667	
0.026626	147.169811	
0.028654	148.679245	
0.029945	149.685535	
0.031543	144.150943	
0.032649	138.113207	
0.034001	135.597484	
0.035599	135.597484	
0.037628	135.597484	
0.041131	134.088050	
0.042729	135.597484	
0.043528	137.106918	
0.047585	135.597484	
0.050289	135.597484	
0.052809	134.088050	
