-0.000000	-0.000000	
0.001965	6.909091	
0.003931	14.727273	
0.005549	20.909091	
0.006936	26.000000	
0.008902	32.545455	
0.010867	38.000000	
0.012486	43.090909	
0.013988	46.363636	
0.015491	49.454545	
0.017457	51.818182	
0.019422	54.545455	
0.021734	56.181818	
0.023699	57.090909	
0.032370	60.545455	
0.034335	61.454545	
0.036185	61.636364	
0.043815	62.181818	
0.046590	40.000000	
0.050173	38.363636	
0.052486	36.545455	
0.055607	33.090909	
0.056647	31.454545	
0.066705	13.090909	
0.067399	11.090909	
