0.000000	0.000000	
0.000365	4.619226	
0.001094	9.488140	
0.001896	14.481898	
0.002626	19.225968	
0.003282	22.596754	
0.003939	24.344569	
0.003501	16.978777	
0.002334	5.368290	
0.003428	15.480649	
0.004376	26.092385	
0.004668	29.088639	
0.005543	33.458177	
0.006419	37.328340	
0.007294	40.948814	
0.008315	43.320849	
0.009482	46.566792	
0.010503	49.687890	
0.011233	51.061174	
0.010868	44.569288	
0.009409	33.208489	
0.008096	20.973783	
0.006856	10.237203	
0.006565	7.116105	
0.008023	17.852684	
0.009409	30.212235	
0.010649	41.822722	
0.011306	49.438202	
0.011670	52.184769	
0.012983	54.431960	
0.013858	55.805243	
0.014077	54.307116	
0.015682	57.428215	
0.017724	60.549313	
0.019183	62.047441	
0.020861	63.670412	
0.021298	62.796504	
0.022611	64.294632	
0.025018	66.416979	
0.026915	68.164794	
0.027425	66.791511	
0.028957	68.414482	
0.030780	70.162297	
0.032166	71.285893	
0.032677	69.787765	
0.033625	70.037453	
0.035011	72.159800	
0.035813	72.908864	
0.036324	71.535581	
0.037564	73.158552	
0.038366	73.782772	
0.038950	72.409488	
0.041065	73.033708	
0.043472	74.157303	
0.044785	75.530587	
0.045295	74.406991	
0.046827	74.406991	
0.049015	75.031211	
0.052735	76.029963	
0.056601	76.779026	
0.059956	77.278402	
0.063384	77.528090	
0.065646	78.152310	
0.067104	79.151061	
0.068271	79.900125	
0.069147	80.149813	
0.069584	79.026217	
0.070970	78.901373	
0.073523	78.901373	
0.075565	79.151061	
0.076951	79.900125	
0.078410	81.023720	
0.079650	81.398252	
0.079869	79.900125	
0.081619	80.149813	
0.083516	80.649189	
0.083880	78.776529	
