0.000065	0.385078	
0.001043	4.428400	
0.001891	8.279182	
0.002543	12.129964	
0.003196	15.210590	
0.004043	20.024067	
0.004891	25.030084	
0.005543	30.421179	
0.006391	36.389892	
0.007304	42.551143	
0.008348	49.675090	
0.009326	56.799037	
0.010304	63.345367	
0.011348	71.046931	
0.012130	76.823105	
0.012913	82.214200	
0.013826	86.835138	
0.014804	91.841155	
0.016239	99.157641	
0.017348	105.318893	
0.018848	110.902527	
0.020348	116.101083	
0.021848	121.877256	
0.023413	125.920578	
0.024783	129.963899	
0.026152	134.007220	
0.027652	136.510229	
0.029283	138.435620	
0.030783	140.746089	
0.032022	141.323706	
0.033652	141.901324	
0.035087	142.093863	
0.036522	142.093863	
0.038152	141.516245	
0.039457	140.938628	
0.040696	138.820698	
0.042130	136.317690	
0.043565	133.814681	
0.044804	130.348977	
0.046239	126.498195	
0.048000	121.492178	
0.050609	114.945848	
0.052826	109.747292	
